,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
246,Maruti Ignis 1.3,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5
247,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6,2179.0,153.86,7
248,Mahindra Marazzo M6,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3,1497.0,121.0,8
249,Hyundai Verna 1.6,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5
250,Maruti Swift Dzire,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5
251,Maruti Swift Dzire,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
252,Honda City i,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5
253,Maruti Swift Dzire,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
254,Hyundai Xcent 1.2,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5
255,Toyota Fortuner 3.0,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5,2982.0,171.0,7
256,Tata Tiago 1.05,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5
257,Nissan Sunny XL,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5
258,Hyundai Elite i20,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5
259,Maruti Swift Dzire,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5
260,Toyota Innova 2.5,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,7
261,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6
262,Maruti Swift Dzire,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5
263,Maruti Swift 1.2,2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
264,Datsun GO D,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5
265,Hyundai i20 Asta,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5
266,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05,2179.0,120.0,9
267,Tata Sumo Gold,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7
268,Tata Tiago Wizz,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5
269,Tata Zest Revotron,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5
270,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5
271,Honda Brio Exclusive,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5
272,Hyundai Grand i10,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5
273,Tata Manza Club,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5
274,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
275,Tata New Safari,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57,2179.0,138.1,7
276,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
277,Mahindra Bolero DI,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7
278,Mercedes-Benz GL-Class 220d,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9,2143.0,170.0,5
279,Maruti Omni E,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8
280,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
281,Hyundai Grand i10,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5
282,Hyundai i10 Sportz,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5
283,Maruti Swift VXI,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
284,Hyundai i10 Sportz,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5
285,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5
286,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5
287,Mahindra Bolero 2011-2019,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
288,Hyundai Verna 1.6,2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1,1591.0,121.3,5
289,Hyundai i20 Active,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5
290,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5
291,Hyundai i20 1.2,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5
292,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
293,Maruti Swift Dzire,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
294,Maruti Swift Dzire,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5
295,Hyundai Grand i10,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5
296,Maruti Swift Dzire,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5
297,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5
298,Tata Tigor 1.2,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5
299,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
300,Honda City i-DTEC,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
301,Honda City i-DTEC,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5
302,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02,1373.0,93.7,7
303,Nissan Terrano XV,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5
304,Honda City i,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5
305,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
306,Toyota Innova 2.5,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8
307,Maruti Wagon R,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5
308,Hyundai Creta 1.4,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
309,Tata Tiago 1.2,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
310,Hyundai Grand i10,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5
311,Maruti Baleno Zeta,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5
312,Maruti Swift ZXI,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5
313,Maruti Swift Dzire,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5
314,Maruti Swift LXI,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5
315,Hyundai i20 1.2,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5
316,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5
317,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
318,Toyota Innova 2.5,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
319,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5
320,Nissan Micra Diesel,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
321,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5
322,Hyundai Verna 1.6,2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1,1591.0,121.3,5
323,Maruti Zen Estilo,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5
324,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5
325,Maruti Swift Dzire,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5
326,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5
327,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7
328,Maruti Swift Ldi,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5
329,Nissan Micra Diesel,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
330,Maruti Wagon R,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5
331,Ford Figo Diesel,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5
332,Mahindra XUV300 W8,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5
333,Hyundai Creta 1.6,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,5
334,Maruti Swift VXI,2018,610000,52000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5
335,Datsun GO T,2016,335000,40000,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5
336,Hyundai Grand i10,2015,434999,40000,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5
337,Toyota Fortuner 2.8,2018,3000000,35000,Diesel,Individual,Manual,First Owner,14.24,2755.0,174.5,7
338,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5
339,Honda Brio 1.2,2012,325000,40000,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5
340,Volkswagen Ameo 1.2,2019,640000,10000,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5
341,Nissan Sunny XV,2012,450000,9000,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5
342,Toyota Etios Liva,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5
343,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5
344,Renault Duster 85PS,2014,570000,40000,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5
345,Mahindra XUV500 W8,2012,680000,93000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7
346,Toyota Innova 2.5,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,7
347,Tata Indigo CS,2011,150000,50000,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5
348,Hyundai Elantra SX,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797.0,147.5,5
349,Mercedes-Benz New C-Class,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,14.84,2143.0,170.0,5
350,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,25.4,624.0,37.5,4
351,Nissan Micra Diesel,2013,250000,120000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5
352,Maruti Wagon R,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5
353,Maruti Swift Dzire,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
354,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5
355,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5
356,Volkswagen GTI 1.8,2016,800000,70000,Petrol,Individual,Automatic,First Owner,16.34,1798.0,189.3,5
357,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
358,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
359,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
360,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
361,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
362,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
363,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
364,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
365,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
366,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
367,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
368,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
369,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
370,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
371,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
372,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
373,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
374,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5
375,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
376,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5
377,Honda CR-V 2.4L,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354.0,158.8,5
378,Maruti Swift Dzire,2015,480000,90000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5
379,Hyundai Verna 1.6,2014,535000,70000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5
380,Toyota Innova 2.5,2005,250000,240000,Diesel,Individual,Manual,Third Owner,12.8,2494.0,102.0,8
381,Maruti SX4 Celebration,2012,300000,100000,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5
382,Hyundai Verna XXi,2009,340000,214000,Petrol,Individual,Manual,Second Owner,13.9,1599.0,103.2,5
383,Hyundai Verna CRDi,2009,340000,214000,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5
384,Maruti Alto 800,2016,240000,50000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5
385,Honda City i-VTEC,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5
386,Maruti Swift Dzire,2017,750000,19000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5
387,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,70.0,5
388,Maruti Eeco CNG,2020,409999,35000,CNG,Individual,Manual,First Owner,20.88,1196.0,61.7,5
389,Maruti Alto K10,2014,215000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5
390,Mahindra XUV500 AT,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7
391,Maruti Alto K10,2010,150000,80000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5
392,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5
393,Tata Tiago 1.2,2018,325000,100000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5
394,Maruti Eeco Smiles,2013,260000,120000,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5
395,Jaguar XE 2016-2019,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5
396,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5
397,Jaguar XF 2.0,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5
398,Tata Safari Storme,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7
399,Volvo XC40 D4,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5
400,Toyota Camry 2.5,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5
401,Maruti Wagon R,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5
402,Maruti Baleno Alpha,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5
403,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5
404,Toyota Innova 2.5,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7
405,Maruti Swift AMT,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
406,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5
407,Maruti Swift AMT,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5
408,Hyundai Grand i10,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5
409,BMW X4 M,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
410,BMW X4 M,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5
411,Honda Amaze V,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5
412,Skoda Rapid 1.6,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5
413,Volvo V40 D3,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5
414,Honda Amaze S,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5
415,Hyundai Creta 1.4,2017,950000,45000,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5
416,Maruti Alto LXi,2010,160000,80000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5
417,Hyundai Xcent 1.1,2015,409999,135000,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.01,5
418,Toyota Innova 2.5,2015,840000,120000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,7
419,Toyota Etios Liva,2013,450000,67000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.1,5
420,Maruti Swift Dzire,2017,900000,50000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5
421,Toyota Innova 2.5,2008,570000,134000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7
422,Nissan Micra Diesel,2011,254999,110000,Diesel,Individual,Manual,Second Owner,23.08,1461.0,63.1,5
423,Maruti 800 AC,2009,130000,40000,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,4
424,Maruti Swift Dzire,2013,530000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5
425,Volkswagen Polo 1.5,2015,520000,110000,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5
426,Mahindra Verito 1.5,2011,229999,170000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,64.1,5
427,Maruti 800 AC,2004,81000,80000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
428,Maruti Swift VDI,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5
429,Hyundai Xcent 1.2,2015,409999,93000,Petrol,Individual,Manual,First Owner,19.1,1197.0,81.86,5
430,Maruti 800 Std,2010,120000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4
431,Maruti Celerio VXI,2014,320000,50000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
432,Ford Figo Diesel,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5
433,Tata Safari DICOR,2012,390000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7
434,Ford Figo 1.2P,2016,550000,44000,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5
435,Maruti Celerio ZXI,2014,385000,25000,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5
436,Hyundai Creta 1.6,2016,800000,25000,Petrol,Individual,Manual,First Owner,15.29,1591.0,121.3,5
437,Maruti Swift Dzire,2019,675000,10000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5
438,Tata Hexa XT,2018,1525000,50000,Diesel,Individual,Manual,First Owner,17.6,2179.0,153.86,7
439,Ford EcoSport 1.5,2018,950000,30000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5
440,Hyundai i20 Active,2015,610000,50000,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,5
441,Hyundai i20 Asta,2012,525000,120000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5
442,Honda Amaze S,2019,700000,40000,Diesel,Individual,Automatic,First Owner,23.8,1498.0,78.9,5
443,Mahindra Bolero 2011-2019,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7
444,Nissan Terrano XL,2015,580000,90000,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5
445,Maruti Swift VXI,2015,434999,50000,Petrol,Individual,Manual,Second Owner,20.4,1197.0,83.11,5
446,Datsun RediGO 1.0,2020,350000,2136,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,5
447,Toyota Innova 2.5,2012,730000,250000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.0,7
448,Hyundai i20 Magna,2015,600000,35000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5
449,Toyota Innova 2.5,2015,1050000,120000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7
450,Maruti Baleno Alpha,2017,735000,70000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5
451,Renault Duster 110PS,2018,1050000,18000,Diesel,Dealer,Manual,First Owner,19.6,1461.0,108.45,5
452,Chevrolet Enjoy 1.3,2016,420000,110000,Diesel,Individual,Manual,Second Owner,18.2,1248.0,73.74,7
453,Maruti SX4 S,2017,800000,60000,Diesel,Individual,Manual,First Owner,23.65,1248.0,88.5,5
454,Toyota Fortuner 4x2,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7
455,Maruti Swift Dzire,2016,600000,147000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5
456,Toyota Fortuner 4x2,2015,1900000,130000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7
457,Chevrolet Captiva LT,2011,500000,99500,Diesel,Individual,Manual,Third Owner,11.5,1991.0,147.9,7
458,Tata Indica Vista,2011,200000,110000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71.0,5
459,Nissan Micra Active,2016,370000,35000,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5
460,Hyundai Verna Transform,2010,260000,110000,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5
461,Mahindra KUV 100,2016,280000,100000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6
462,Maruti Ertiga VXI,2014,610000,21000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7
463,Ford Fiesta Titanium,2013,300000,60000,Diesel,Individual,Manual,Second Owner,23.5,1498.0,90.0,5
464,Tata Indigo CS,2010,140000,40000,Diesel,Individual,Manual,First Owner,16.6,1405.0,70.0,5
